,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents
46300,0,0.13810546,74,0,0.158874638,2416.0,10,0,0,0,0.0
120256,0,0.117946728,60,0,0.4485001220000001,12300.0,25,0,4,0,0.0
88285,0,0.1742343349999999,61,0,0.6644150229999999,3700.0,11,0,1,0,4.0
146527,0,0.9999999,24,0,0.1946808509999999,1879.0,1,0,0,0,1.0
125620,0,0.0513191179999999,39,1,0.198880299,3750.0,7,0,0,0,1.0
142411,0,0.262217855,52,1,0.2440557529999999,10976.0,6,0,1,0,3.0
73120,0,0.0394501489999999,68,0,1.114732725,2300.0,10,1,1,0,0.0
143136,0,0.4660649499999999,55,0,0.481082744,3250.0,9,0,1,0,0.0
128296,0,0.118855502,40,0,0.2772990069999999,9166.0,9,0,2,0,0.0
1792,0,0.017796441,92,0,2.0,,2,0,0,0,0.0
148573,1,0.373138436,60,2,0.3300099699999999,7020.0,21,0,1,0,3.0
106608,0,0.111445725,41,0,1.169849537,3455.0,12,1,1,0,0.0
105861,1,0.9999999,36,0,0.20383693,1250.0,1,0,0,0,0.0
8977,0,0.92851616,49,0,0.2854972539999999,8556.0,15,0,0,0,0.0
23124,0,0.2711100819999999,61,0,0.675147143,5266.0,9,0,1,0,1.0
92730,0,0.000492951,63,0,1408.0,,5,0,2,0,0.0
11198,0,0.0,40,0,0.0,8750.0,5,0,0,0,0.0
53933,0,0.0178113989999999,60,0,89.0,,17,0,0,0,0.0
108918,0,0.271327866,65,1,909.0,,5,1,1,1,0.0
14318,0,0.5749911779999999,61,0,0.425242131,3303.0,5,0,1,0,0.0
137869,0,0.132893921,58,0,0.259943491,4600.0,6,0,1,0,0.0
51529,0,0.483569901,32,0,0.202313235,5273.0,6,0,0,0,0.0
118029,0,0.3865426499999999,70,0,0.6267107129999999,4237.0,6,0,1,0,0.0
75480,0,0.9999999,57,0,0.0,,3,0,0,0,0.0
82505,0,0.0535698979999999,67,0,3110.0,,6,0,1,0,0.0
91200,1,0.9999999,51,0,0.1924518869999999,4000.0,2,2,0,0,1.0
73826,0,0.0505742449999999,74,0,0.0139986669999999,10500.0,17,0,1,0,0.0
6110,0,0.162738716,35,0,0.354312354,9437.0,7,0,2,0,1.0
132842,1,0.578931421,91,0,0.297576194,4166.0,4,4,0,1,1.0
126505,0,0.35619271,47,0,0.247071793,7256.0,8,0,1,0,3.0
61602,1,0.9999999,49,0,0.0,16200.0,4,0,0,0,0.0
73905,0,0.77710678,29,0,0.419232847,1850.0,4,0,0,0,0.0
14048,0,0.0,44,0,0.4256765759999999,7500.0,6,0,2,0,0.0
91677,0,0.107915106,81,0,0.006094658,10500.0,13,0,0,0,0.0
93856,0,0.019883259,42,0,0.52432849,9083.0,3,0,1,0,2.0
38750,0,0.949251488,44,0,0.904713324,4900.0,6,0,2,0,2.0
105220,0,0.0535494529999999,50,0,3254.0,,6,0,1,0,0.0
114173,0,0.0,67,0,3032.0,,11,0,2,0,0.0
32171,0,0.241726891,59,0,0.5814374869999999,9933.0,27,0,2,0,0.0
114955,0,0.731683017,37,0,0.22517321,5195.0,12,0,1,0,1.0
30954,0,0.010873246,74,0,0.070041609,2883.0,7,0,0,0,0.0
104868,0,0.9999999,33,0,4.0,,0,0,0,0,0.0
30086,0,0.521946342,52,0,0.30144657,15000.0,8,0,2,0,0.0
1551,0,0.31309339,57,0,1.64846981,2417.0,8,0,1,0,0.0
146477,0,0.7210565749999999,54,3,0.4793829159999999,10500.0,19,0,2,0,1.0
58134,0,0.2483166699999999,26,0,0.138643559,6000.0,5,0,0,0,1.0
90231,0,0.006318749,61,0,0.218529152,9055.0,9,0,2,0,1.0
119781,0,0.8791251409999998,40,1,4799.0,,13,0,3,0,3.0
101849,0,0.0,35,0,129.0,,3,0,0,0,0.0
136912,0,0.068464385,59,0,0.043791242,1666.0,6,0,0,0,2.0
119329,0,1.046707613,48,0,0.168892719,6962.0,8,0,0,0,1.0
139583,1,0.9999999,28,0,0.0,,1,1,0,0,0.0
52186,0,0.2362561599999999,55,0,0.371966185,7333.0,24,0,2,0,0.0
12254,0,0.015052368,63,0,0.0038455619999999,6500.0,6,0,0,0,0.0
55753,0,0.805206419,47,1,7805.0,,10,0,3,0,0.0
66439,0,0.8508581899999998,54,1,1067.0,,7,2,0,1,0.0
98007,0,0.0,40,0,3359.0,,9,0,3,0,0.0
141605,0,0.049196107,48,0,408.0,,6,0,0,0,0.0
143559,0,0.019498101,58,0,0.577829278,7766.0,15,0,2,0,2.0
106724,0,0.0833551579999999,56,0,1722.0,,6,0,1,0,0.0
19668,0,0.103130045,56,0,0.219224037,6855.0,13,0,2,0,0.0
17754,0,0.351608065,38,0,0.1543194049999999,3900.0,4,0,1,0,0.0
136394,0,0.0,76,0,34.0,,4,0,0,0,0.0
131570,0,0.469305054,31,1,0.2680274899999999,9748.0,8,0,1,0,2.0
67352,1,0.1578207469999999,63,0,0.362563581,9829.0,17,0,1,0,0.0
5351,0,0.045071236,54,0,0.140202828,13508.0,7,0,1,0,1.0
86076,0,0.3607954939999999,42,2,0.39143442,6350.0,16,0,1,2,0.0
117931,0,0.0739729789999999,66,0,0.2444766969999999,6200.0,11,0,1,0,1.0
56435,0,0.0130877539999999,81,0,18.0,,14,0,0,0,0.0
51955,0,0.2367315979999999,63,0,0.410260126,13800.0,18,0,2,0,2.0
116983,1,0.176401627,36,0,0.0816548059999999,8290.0,8,0,0,0,2.0
136065,0,0.002367408,40,0,0.5858283429999999,1001.0,12,0,0,0,0.0
91503,0,0.0908636379999999,50,0,0.2597124869999999,8416.0,5,0,1,0,2.0
26236,0,0.3811498709999999,52,1,0.4667487679999999,3247.0,10,0,1,0,0.0
95391,0,0.4970491420000001,66,0,0.535130565,10645.0,6,0,1,0,0.0
86466,1,1.264889629,60,3,0.29589372,5795.0,7,4,1,1,0.0
147869,0,0.0631626059999999,61,0,0.203898051,2000.0,7,0,1,0,0.0
43335,0,0.07014716,62,0,0.1849928369999999,5583.0,6,0,2,0,0.0
15591,0,0.000271895,69,0,0.0840794079999999,2568.0,5,0,0,0,0.0
81268,0,0.005589491,64,0,0.075440829,5500.0,6,0,1,0,1.0
1356,0,0.111327624,32,0,0.37043826,6000.0,11,0,1,0,1.0
3371,0,0.94740263,39,0,0.344794878,4216.0,5,0,1,0,0.0
149188,0,0.9999999,55,0,0.307514656,5628.0,4,2,0,1,2.0
33269,0,0.0457612309999999,40,0,0.326465687,6600.0,10,0,1,0,0.0
67546,0,0.1184920899999999,31,0,0.593933127,2900.0,6,0,1,0,0.0
128289,0,0.586882623,30,0,0.172880883,7160.0,3,0,1,0,0.0
85548,0,0.8337707789999999,30,0,0.2984444439999999,4499.0,22,0,0,0,0.0
22909,0,0.0080991899999999,88,0,2.0,,3,0,0,0,0.0
86257,0,0.010442107,81,0,0.001714122,10500.0,7,0,0,0,0.0
94130,0,0.116724346,76,0,0.5280742459999999,2154.0,10,0,1,1,0.0
76710,0,0.01038638,79,0,0.385124905,5283.0,7,0,1,0,0.0
20970,0,0.8356757959999997,55,1,0.509176103,2560.0,5,0,0,0,0.0
63329,0,0.121242033,48,0,0.526589364,2500.0,12,0,1,0,1.0
79861,0,0.162456436,48,0,0.75254949,3333.0,10,0,1,0,0.0
34186,0,0.312610708,54,0,0.239914489,14500.0,10,0,2,0,0.0
133823,0,0.2232607219999999,42,1,0.353254832,4500.0,7,0,1,0,0.0
49423,0,0.042425193,57,0,0.635993899,5900.0,8,0,3,0,0.0
119052,0,0.032998263,51,0,0.74890044,2500.0,8,0,1,0,2.0
64136,0,0.482505831,47,1,0.253898441,2500.0,6,2,0,0,1.0
120867,0,0.479501367,31,1,0.3345454549999999,4949.0,5,0,1,0,1.0
58849,0,0.3681148879999999,64,1,136.0,,7,0,0,0,0.0
37103,0,0.6214006859999999,44,1,0.59490085,6000.0,11,0,1,0,0.0
90071,0,0.0,62,0,0.0,,2,0,0,0,0.0
41955,1,0.901046622,27,3,0.12395868,3000.0,8,2,0,0,0.0
76897,0,0.089830838,74,0,0.027993002,4000.0,6,0,0,0,0.0
88718,0,0.9834628110000002,83,0,0.212441603,4066.0,5,0,0,0,1.0
78206,0,0.171103403,75,2,0.7826086959999998,3541.0,20,0,3,0,1.0
41931,0,0.02756749,33,1,0.838053982,3000.0,4,0,1,0,1.0
147612,0,0.278282451,45,0,0.3579488639999999,7000.0,8,0,2,0,0.0
122733,0,0.026085461,78,0,0.1645193259999999,10089.0,7,0,1,0,0.0
96130,0,0.011052665,60,0,0.116873412,6690.0,5,0,1,0,0.0
32941,0,0.278022516,56,6,0.468488471,5854.0,21,0,1,0,0.0
106132,0,0.580427447,47,0,0.3981762919999999,9540.0,6,0,1,0,3.0
141131,0,0.132833194,44,0,0.33960549,11000.0,17,0,1,0,3.0
140957,0,0.156122925,60,0,76.0,,1,0,0,0,0.0
23743,0,0.7389170649999999,46,0,0.535656521,6800.0,9,0,1,0,1.0
104745,0,0.0,40,0,0.17048672,14833.0,4,0,1,0,3.0
144208,0,0.4611995159999999,41,0,0.226718219,15000.0,12,0,0,0,3.0
16938,0,1.143426295,35,3,0.169532187,2500.0,2,0,0,0,3.0
12000,0,0.0407650899999999,48,0,5308.0,,12,0,4,0,1.0
1536,0,0.483301113,40,0,0.303013393,3583.0,11,0,1,0,2.0
66873,0,0.007243125,86,1,0.000685166,2918.0,4,0,0,0,0.0
117632,0,0.032557422,58,0,0.229219519,6700.0,17,0,1,0,0.0
91725,0,0.3067757899999999,57,0,3274.0,,13,0,2,0,2.0
149156,0,0.0166076439999999,84,0,0.2244625899999999,6000.0,10,0,1,0,0.0
51708,1,0.883536649,36,0,0.315244556,2800.0,11,0,0,0,3.0
33985,0,0.4383507329999999,60,0,0.548490302,5000.0,10,0,1,0,0.0
89897,0,0.9999999,43,0,0.0,6458.0,1,2,0,0,4.0
102332,0,0.0,62,0,0.7492049069999999,2200.0,14,0,1,0,0.0
42205,0,0.0425985799999999,72,0,38.0,,3,0,0,0,0.0
149226,0,0.322330069,40,0,1.739977933,2718.0,12,0,2,0,1.0
27855,0,0.1623139019999999,90,0,173.0,,5,0,0,0,0.0
50325,0,0.653259632,57,0,0.294922823,10300.0,7,0,2,0,0.0
126127,0,0.090696175,89,0,0.037674482,7378.0,10,0,0,1,0.0
55755,0,0.061799047,39,0,0.268414621,9000.0,10,0,2,1,5.0
127609,1,0.555200667,29,0,0.215810995,2200.0,6,0,0,1,0.0
79197,0,0.0,49,0,1651.0,,3,0,1,0,0.0
122514,0,0.453624026,46,0,0.153170509,30625.0,12,0,2,0,3.0
30110,0,0.624614172,43,0,0.700814762,8345.0,14,0,2,0,1.0
89295,0,0.080843044,45,0,0.217781541,11809.0,6,0,1,0,0.0
49277,0,0.633156966,32,0,0.602329451,600.0,4,0,0,0,2.0
10065,0,0.581686586,62,0,0.388739319,8542.0,10,0,1,0,0.0
68306,0,0.232150191,46,0,2.753108348,1125.0,16,0,2,0,3.0
138158,0,1.087690662,53,3,0.6287161709999999,7500.0,22,0,2,1,2.0
133853,0,0.9999999,31,0,100.0,,1,0,0,0,0.0
128972,0,0.0,47,0,0.290054611,13000.0,5,0,3,0,0.0
45540,1,0.118782555,33,1,0.255807116,3400.0,8,0,0,2,0.0
128122,0,0.3575258479999999,44,0,1.4144454,2325.0,11,0,3,0,0.0
6153,0,0.092283317,68,0,120.0,,6,0,0,0,0.0
74387,0,0.4107178559999999,46,0,0.051738762,1178.0,1,0,0,0,2.0
96296,0,0.1365364199999999,39,0,0.267040518,12660.0,9,0,2,0,2.0
25770,0,0.9999999,24,98,0.0,,0,98,0,98,0.0
104807,0,0.117848911,65,0,0.15855573,1273.0,8,0,0,0,0.0
57832,0,0.3378672629999999,55,0,0.199333535,3300.0,14,0,0,0,1.0
144069,0,0.4305181269999999,38,0,0.658169432,9100.0,7,0,5,0,2.0
62653,0,0.9999999,42,0,294.0,,0,0,0,0,0.0
27168,0,0.0128356289999999,75,0,0.0083305559999999,3000.0,6,0,0,0,0.0
96629,0,0.1814377909999999,56,0,0.5099814299999998,8615.0,8,0,2,0,1.0
133912,0,0.966769924,49,1,0.145927036,2000.0,6,0,0,0,0.0
149808,0,0.9999999,62,0,1.055177929,2500.0,3,0,1,0,1.0
49130,0,0.016870058,64,0,0.115634598,14000.0,6,0,1,0,1.0
76688,0,0.453801031,66,1,0.919360213,3000.0,19,0,4,0,0.0
113936,0,0.475217461,32,2,0.297168877,5050.0,10,0,0,0,0.0
81624,0,0.132397394,93,1,0.114635504,5390.0,8,0,0,1,1.0
2516,0,0.306986638,67,0,0.38263478,12000.0,12,0,2,0,0.0
98435,0,0.054569869,54,0,0.4698865629999999,8550.0,7,0,2,0,2.0
128308,1,0.4639131699999999,58,0,0.7268243329999998,7906.0,15,0,2,0,0.0
125919,0,0.3032604649999999,59,0,0.333566643,10000.0,16,0,2,0,1.0
13049,0,0.018540206,64,0,0.0022034799999999,13160.0,5,0,0,0,1.0
27820,0,0.047410805,59,0,317.0,,7,0,0,0,0.0
107816,0,0.0,53,0,0.087333003,8083.0,6,0,1,0,2.0
132090,0,0.0001599979999999,83,0,0.0,,4,0,0,0,0.0
143523,0,0.5660649949999998,52,1,0.962559694,5234.0,18,1,2,0,4.0
18208,0,0.059577879,54,0,0.512206464,4300.0,12,0,2,0,3.0
26363,0,0.7449895749999998,42,0,0.2587490279999999,9000.0,12,0,0,0,2.0
552,0,0.9999999,45,0,461.0,,2,0,0,0,0.0
134473,0,0.1729898239999999,34,0,0.0813152629999999,4500.0,8,0,0,0,0.0
52422,0,0.035802342,51,0,0.354518371,6041.0,9,0,2,0,0.0
31916,1,0.9999999,36,1,0.5881372879999999,3000.0,7,1,0,2,1.0
36792,0,0.096421321,57,0,95.0,,5,0,0,0,0.0
28496,0,0.9999999,52,0,0.3508397759999999,3750.0,2,0,2,0,0.0
71045,0,0.240021579,57,0,0.63106149,6000.0,16,0,1,0,0.0
34145,0,0.297780148,39,1,0.404380999,8125.0,5,0,1,0,3.0
26268,0,0.0103890419999999,75,0,104.0,,7,0,0,0,0.0
4650,0,0.1720243519999999,70,0,174.0,,5,0,0,0,0.0
88625,0,0.042325402,72,0,0.48776307,10500.0,21,0,6,0,0.0
37304,0,0.241885535,38,0,1227.0,,6,0,1,0,0.0
105099,0,0.0873114069999999,79,0,1450.0,,9,0,1,0,0.0
97939,0,0.0653056379999999,45,0,0.0101892289999999,9617.0,5,0,0,0,2.0
143624,0,0.1367666009999999,54,1,0.728791014,6765.0,11,0,2,0,2.0
121652,0,0.3994451299999999,64,1,0.513675624,4167.0,13,1,2,0,0.0
127134,0,0.8831667949999998,25,0,0.153099115,3500.0,5,1,0,0,0.0
54216,0,0.0,53,0,0.073071302,13000.0,4,0,1,0,3.0
142234,0,0.8666088929999999,59,1,0.5473289599999999,3200.0,5,0,0,0,1.0
38355,0,0.5380190179999998,60,1,0.489040585,18750.0,10,0,2,0,2.0
81997,0,0.958008398,41,2,0.4785071639999999,3000.0,8,1,0,0,0.0
45665,0,0.0049665009999999,70,0,13.0,0.0,3,0,0,0,0.0
55823,0,0.029476603,59,0,0.351956005,8000.0,7,0,2,0,1.0
131149,0,0.0,62,0,0.0,,5,0,0,0,0.0
108751,0,0.413517297,62,0,62.0,,3,0,0,0,0.0
92735,0,0.0089372119999999,61,0,0.004299914,50000.0,4,0,1,0,0.0
145625,0,0.191078269,44,0,0.01689831,10000.0,2,0,0,0,3.0
13650,1,0.686054295,45,4,1.929207921,2019.0,15,1,2,1,0.0
32133,0,0.313410534,51,0,3220.0,,9,0,1,0,1.0
7758,0,0.6090793729999999,72,1,0.406793646,14542.0,19,0,2,0,0.0
45771,0,0.056472248,48,0,1190.0,,11,0,0,0,0.0
7861,0,0.6867383959999999,57,0,0.226954609,5000.0,10,0,0,0,2.0
129308,0,0.087193671,49,0,0.29262765,7500.0,6,0,2,0,2.0
63459,0,0.0,23,0,0.0,,1,0,0,0,0.0
108324,0,0.9999999,39,0,0.0,2916.0,0,0,0,0,0.0
61119,0,0.4960469989999999,63,0,0.456761972,5700.0,9,0,2,0,0.0
136824,0,0.0,64,0,0.133748056,4500.0,6,0,1,0,1.0
20410,1,1.323274236,41,1,0.3291692689999999,1600.0,8,0,0,2,2.0
590,0,0.291956248,45,0,1021.0,,5,0,0,0,0.0
93899,0,0.0719981999999999,62,1,0.2966812329999999,8466.0,13,0,1,0,0.0
114799,0,0.0,79,0,198.0,,6,0,0,0,0.0
83844,0,0.145181054,48,0,0.2190628749999999,9987.0,8,0,1,0,0.0
84093,0,0.8014397119999999,48,0,0.253686578,4000.0,4,0,0,0,0.0
133368,0,0.0911817639999999,24,0,0.1666666669999999,1703.0,2,0,0,0,0.0
102227,0,0.0351486479999999,93,0,0.107166338,6083.0,7,0,0,0,0.0
77341,1,1.127602556,58,4,0.123418216,6400.0,6,0,0,1,0.0
103798,0,0.0397206599999999,47,0,0.48890222,5000.0,15,0,2,0,1.0
99598,0,0.587134048,51,1,683.0,1.0,5,0,1,0,3.0
26786,0,0.3478670589999999,66,0,0.338924469,9836.0,11,0,1,0,0.0
90858,0,0.007919366,80,0,0.0012858979999999,2332.0,9,0,0,0,0.0
66549,0,0.147654539,44,0,0.2404607629999999,12500.0,12,0,1,0,3.0
24271,0,0.454383146,29,0,0.3432243429999999,5290.0,7,0,1,0,1.0
59541,0,0.004874695,76,0,0.0005594409999999,3574.0,6,0,0,0,0.0
11622,0,0.942737684,29,0,0.212478185,4583.0,5,0,0,0,0.0
88187,0,0.1269661099999999,51,0,1694.0,,3,0,1,0,0.0
971,0,0.0614392809999999,58,0,0.498692509,6500.0,19,0,4,0,1.0
100652,0,0.0,47,0,0.3881529620000001,4000.0,6,0,2,0,2.0
20119,0,0.7477473519999999,30,1,0.148495086,6511.0,4,0,0,0,0.0
77207,0,0.839478378,56,0,0.500798374,6888.0,15,0,1,0,0.0
142985,0,0.005325276,53,0,0.005343783,8420.0,32,0,0,0,0.0
73119,0,0.134285911,61,0,4070.0,,11,0,4,0,0.0
113645,0,14.12718204,64,3,0.380558428,2900.0,3,0,1,1,0.0
108064,0,0.0,34,0,66.0,,13,0,0,0,0.0
38399,0,0.393354105,55,0,0.45300254,18500.0,15,0,2,0,1.0
149876,0,0.312544476,33,0,0.563277765,4258.0,13,0,2,0,5.0
16654,0,0.0,59,0,3192.0,,9,0,2,0,0.0
74476,0,0.0,37,0,0.122060766,3784.0,8,0,0,0,5.0
45411,0,0.50815164,58,1,1.6663190819999998,3835.0,11,0,2,0,1.0
99869,1,1.4500907440000002,45,3,0.065263158,1424.0,3,1,0,0,0.0
139813,0,0.317336533,49,1,0.209568011,2800.0,11,0,0,0,1.0
39958,0,1.29744213,36,1,0.4539666989999999,6125.0,9,0,1,0,0.0
23007,0,0.019547654,38,0,0.4195255829999999,5100.0,15,0,2,0,1.0
141499,0,0.010383629,77,0,0.001722865,8125.0,5,0,0,0,0.0
113257,0,0.9999999,57,2,0.34836703,4500.0,4,0,0,0,2.0
121833,0,0.9999999,63,0,0.0,,1,0,0,0,0.0
31259,0,0.321779968,40,0,1410.0,0.0,7,0,1,0,1.0
9772,0,0.9999999,38,0,0.100999474,1900.0,2,0,0,0,1.0
132889,0,0.108985974,58,1,1504.0,,6,0,1,0,0.0
87254,0,0.0,31,0,1.029591837,1959.0,7,0,1,0,0.0
98436,0,0.010351033,72,0,1830.0,,36,0,2,0,0.0
113409,0,1.03187251,29,0,0.002393162,2924.0,1,2,0,0,2.0
11172,0,0.7266655659999999,43,0,0.381452318,8000.0,8,0,2,0,0.0
84799,0,0.9999999,69,0,0.000187126,5343.0,3,0,0,0,0.0
106567,0,0.107735594,46,0,0.0386275849999999,4400.0,4,0,0,0,2.0
77854,0,0.112554813,56,0,0.366281686,6666.0,16,0,2,0,0.0
99400,0,0.855088394,62,0,0.580119966,3500.0,4,0,1,0,1.0
124616,0,0.082566235,55,0,2611.0,,7,0,2,0,0.0
49760,0,0.14425705,63,0,0.491676114,16758.0,7,0,3,0,0.0
107305,0,0.199977921,44,0,0.934162556,4662.0,23,0,1,0,2.0
149591,0,0.039589075,67,0,0.013502986,3850.0,6,0,0,0,1.0
113500,0,0.3847115179999999,34,0,893.0,,4,0,1,2,0.0
70870,0,0.328319303,63,0,0.1607678459999999,5000.0,9,0,0,0,1.0
77421,0,0.023672503,85,0,20.0,,3,0,0,0,0.0
36432,0,0.7836109679999999,47,0,0.3818654129999999,8083.0,12,0,1,0,0.0
64838,0,0.164536513,65,1,0.295227726,5510.0,10,0,2,0,0.0
20128,0,0.001891263,46,0,0.282093405,4260.0,8,0,1,0,0.0
7486,0,0.048115693,74,0,0.000371423,70000.0,3,0,0,0,1.0
73476,0,0.67514766,31,0,0.456107466,3200.0,7,0,1,0,0.0
98824,0,0.0246807339999999,61,0,0.004443457,4500.0,3,0,0,0,1.0
32882,0,0.1705842219999999,57,0,0.101412339,18833.0,7,0,2,0,2.0
114027,0,0.0,50,0,0.2057158259999999,3708.0,10,0,2,0,1.0
10581,0,0.0336766439999999,58,1,0.205060192,4900.0,25,0,0,0,1.0
67952,0,0.053393265,58,1,0.165281754,14320.0,12,0,2,0,0.0
136675,1,0.21660572,49,1,0.38160115,16000.0,11,0,3,0,3.0
24715,0,0.523509489,65,4,0.213779313,5500.0,14,0,0,0,0.0
7744,0,0.5891375979999999,35,1,1.189962223,1852.0,10,1,1,0,0.0
16250,0,0.393148419,37,2,1.408913649,1794.0,10,0,1,0,1.0
81603,0,0.711032108,45,1,1.006996502,2000.0,11,0,2,0,3.0
104263,0,0.013244783,55,0,293.0,,5,0,0,0,0.0
130853,0,0.0111992529999999,77,0,662.0,,2,0,1,0,0.0
86239,0,0.181768402,45,0,0.300556307,6650.0,7,0,2,0,1.0
130554,0,0.0,48,0,0.720053836,5200.0,12,0,4,0,0.0
16253,0,0.197626601,25,0,0.031989337,3000.0,6,0,0,0,1.0
108808,0,0.386185787,64,0,0.3536955789999999,5925.0,9,0,2,0,0.0
132107,0,0.253461938,57,1,3654.0,0.0,11,0,2,0,0.0
86345,0,0.057049334,68,0,0.2998644369999999,11064.0,7,0,4,0,0.0
82989,0,0.0359280349999999,73,0,0.4431500470000001,8583.0,26,0,2,0,1.0
99249,0,0.9228681620000002,47,0,0.409618321,13099.0,3,0,1,0,1.0
97604,0,0.0069087769999999,40,0,0.285387802,7000.0,4,0,1,0,0.0
139007,0,0.359598301,42,0,0.579290558,3833.0,10,0,1,0,0.0
134778,0,0.0096634459999999,51,0,4609.0,,8,0,3,0,0.0
39395,0,0.9999999,58,0,0.0,,2,0,0,0,1.0
4279,1,0.1796407189999999,36,2,1114.0,,6,1,0,0,0.0
76716,0,0.0,32,0,0.4774733979999999,4416.0,5,0,1,0,1.0
57846,0,0.0084846149999999,84,0,0.00119984,7500.0,2,0,0,0,0.0
66738,0,0.110993063,65,0,0.252766298,7500.0,8,0,1,0,0.0
52431,0,0.119102919,50,0,0.24010132,7500.0,10,0,1,0,0.0
135717,0,0.0,74,0,0.0,,6,0,0,0,0.0
107991,1,0.938847697,44,1,0.6477578829999999,6310.0,9,0,3,0,2.0
112239,0,0.13693029,57,0,89.17402165,1200.0,11,0,0,0,0.0
95504,0,0.5447608019999999,47,0,1.272273106,1200.0,4,0,1,0,2.0
138761,0,0.0143201039999999,53,0,0.348076341,3300.0,11,0,1,0,2.0
103316,0,0.0439981419999999,76,0,0.016284163,10500.0,13,0,0,0,0.0
94069,0,0.161511768,73,3,1.22668985,4600.0,19,2,2,1,0.0
20548,0,0.141806079,37,0,0.2329742559999999,5476.0,15,0,0,0,1.0
20519,0,0.0416930839999999,58,0,0.4534686969999999,6500.0,10,0,2,0,1.0
41642,0,0.04472998,37,1,0.328206706,3250.0,16,0,1,0,3.0
96576,0,0.493638677,49,0,1.379827351,2200.0,15,0,0,0,0.0
89296,0,0.0666933309999999,31,0,0.292569144,3000.0,4,0,0,0,0.0
114917,0,0.1966629209999999,55,0,0.508507279,5700.0,15,0,2,0,1.0
134039,0,1.0059125290000002,63,2,0.655241487,4492.0,8,0,2,0,0.0
112461,0,0.6135285489999999,44,1,0.278359511,4583.0,18,0,1,0,1.0
17068,1,0.005424154,46,0,0.014376997,625.0,5,0,0,0,1.0
111747,0,0.088751959,70,0,0.232087598,4200.0,9,0,0,0,0.0
61985,1,0.944375952,41,5,0.2850311549999999,6900.0,10,2,0,0,3.0
122104,0,0.1757283839999999,45,0,0.1283276449999999,4394.0,7,0,0,0,3.0
149422,0,0.337416889,37,0,0.500171409,5833.0,3,0,1,0,0.0
5876,0,0.280622745,32,0,0.6133418649999999,6250.0,8,0,2,0,0.0
46612,0,0.144184889,31,0,0.3837364309999999,5250.0,8,0,1,0,0.0
59890,0,0.2458238289999999,50,0,0.2497822819999999,12630.0,16,0,1,0,0.0
31310,0,0.0082663909999999,82,0,80.0,,4,0,0,0,0.0
49837,0,0.122153879,68,0,0.0676691729999999,3058.0,6,0,0,0,0.0
64672,0,0.0429422179999999,44,0,0.061037856,9403.0,8,0,0,0,1.0
87233,0,0.071174283,48,0,2297.0,,20,0,2,0,3.0
20767,0,0.214707312,34,0,11.05197401,2000.0,4,0,1,0,1.0
5491,0,0.192194427,46,1,0.611997144,4200.0,9,0,1,0,2.0
49297,0,0.0,48,0,0.22227389,4300.0,7,0,0,0,2.0
78829,0,0.981624042,55,0,0.960760017,7262.0,14,0,2,0,0.0
73306,0,0.0038145319999999,74,0,3737.0,0.0,12,0,2,0,0.0
100915,0,0.0398885309999999,87,0,21.0,,4,0,0,0,0.0
55377,0,0.2361194879999999,71,0,0.3863774270000001,6591.0,8,0,1,0,0.0
39674,1,0.815273091,27,1,473.0,,3,2,0,0,1.0
120469,0,0.469489649,49,0,0.452922965,5490.0,9,0,2,0,0.0
135380,0,0.029004702,53,0,0.7693333329999998,2999.0,6,0,1,0,1.0
52557,0,0.0381184749999999,65,0,0.459914831,5400.0,6,0,1,0,0.0
47516,0,0.0,65,0,0.088,11249.0,7,0,1,0,0.0
118954,0,0.9999999,25,0,0.163239075,1555.0,2,0,0,0,0.0
3376,0,0.051347442,68,0,0.2765516619999999,11100.0,23,0,2,0,0.0
43065,0,0.0,59,0,958.0,,3,0,2,0,0.0
61455,0,0.100494975,57,0,0.333599362,6264.0,6,0,1,0,0.0
42725,0,0.0349122909999999,69,0,0.007832028,6000.0,2,0,0,0,0.0
129886,0,0.8616149069999999,46,3,0.3304602649999999,5800.0,11,0,2,0,1.0
48433,0,0.033664082,51,0,0.899768019,12500.0,11,0,5,0,0.0
109199,0,0.1983706,40,0,0.7285747290000002,4328.0,13,0,1,0,1.0
109541,0,0.082764397,56,0,0.2827862019999999,6000.0,17,0,1,0,0.0
112190,0,0.241777142,58,0,3416.0,,11,0,1,0,0.0
53837,0,0.2871191699999999,65,0,0.242859397,19010.0,13,0,2,0,1.0
1477,0,0.004396358,80,0,0.23319682,4150.0,10,0,2,0,1.0
36143,0,0.660083225,34,0,1.017815421,3423.0,8,0,2,0,1.0
26896,1,0.9999999,43,0,0.1080183859999999,3915.0,1,3,0,1,0.0
97740,0,0.0632851009999999,51,0,0.3086208129999999,14000.0,7,0,2,0,3.0
18963,0,0.02999059,78,0,0.4254957509999999,1764.0,8,0,1,1,0.0
119070,0,0.00278771,59,0,723.0,,4,0,1,0,0.0
59563,0,0.234923561,58,0,1.010760953,1300.0,15,0,2,0,2.0
49356,0,0.15239746,54,0,4320.0,,11,0,3,0,2.0
104055,0,0.138451659,41,0,926.0,0.0,7,0,0,0,3.0
21276,0,0.754416372,50,0,0.418762746,2941.0,5,0,1,0,0.0
