,serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,dummy,monthly_income
148652,0,0.1916269459999999,44,0,0.2177561839999999,8,0,1,0,3.0,1,13583.0
31301,0,0.112550539,72,0,0.628135661,14,0,2,0,1.0,1,4982.0
132706,0,0.924287119,48,0,0.190499351,10,0,0,1,0.0,1,6167.0
149520,0,0.46804433,29,1,0.236568097,6,1,0,0,0.0,1,2400.0
62285,0,0.277811503,72,0,0.2740714029999999,17,0,1,0,1.0,1,11091.0
26858,0,1.026853657,33,0,0.2739458249999999,2,0,0,0,0.0,1,3580.0
43230,0,0.2127814309999999,54,0,0.205673386,7,0,2,0,2.0,1,19000.0
90005,0,0.050167805,71,0,0.048634244,10,0,0,0,0.0,1,1500.0
126690,0,0.105495,46,0,0.5326570999999999,11,0,1,0,0.0,1,8083.0
58081,0,0.006788541,55,1,0.297641863,6,0,3,0,0.0,1,12000.0
64171,0,0.162836392,61,0,0.104863171,10,0,2,0,0.0,1,30000.0
68817,0,0.102389761,63,0,0.341331451,10,0,3,0,0.0,1,4250.0
66594,0,0.112053652,61,0,0.146024215,7,0,1,0,4.0,1,12223.0
8020,0,0.555364272,63,0,0.7368157959999998,15,0,1,0,0.0,1,4000.0
91545,0,0.226787068,56,0,0.352190014,13,0,1,0,0.0,1,7830.0
127777,0,1.113318224,29,1,0.331391963,5,1,0,0,1.0,1,5150.0
91025,0,0.002784012,42,0,0.000387072,7,0,0,0,4.0,1,5166.0
53026,0,0.013180725,36,0,0.094908476,7,0,0,0,0.0,1,6500.0
118139,0,0.9999999,37,4,0.642435257,5,0,1,0,0.0,1,2200.0
8176,0,0.0792731709999999,45,0,0.243066302,5,0,2,0,3.0,1,8400.0
125285,0,0.268936553,46,0,0.3626373629999999,8,0,1,0,2.0,1,8826.0
50224,0,0.3849318589999999,59,1,1.32979664,8,0,1,0,0.0,1,1130.0
67847,0,0.010491956,58,0,0.4439183669999999,15,0,2,0,1.0,1,6124.0
75167,0,0.008354569,74,0,0.4931824779999999,10,0,1,0,0.0,1,3446.0
123150,0,0.55772271,61,0,0.428656009,12,0,2,0,0.0,1,10133.0
97321,0,0.286037211,32,0,0.108178364,4,0,0,0,1.0,1,5000.0
39570,0,0.018587361,65,0,0.4907140569999999,12,0,1,0,0.0,1,6245.0
93463,0,0.0,43,1,0.3891159109999999,6,0,2,0,0.0,1,15416.0
9160,0,0.122427697,76,0,0.187914517,11,0,1,0,0.0,1,6784.0
16004,0,0.470126494,48,0,0.188860839,4,0,1,0,3.0,1,19013.0
71475,0,0.355032562,61,0,0.19754424,7,0,0,0,1.0,1,5537.0
112836,0,0.9999999,63,0,0.325005678,4,0,2,0,0.0,1,13208.0
28398,0,0.330796067,55,0,0.5344968639999998,18,0,2,0,0.0,1,11000.0
95859,0,0.0,44,0,0.0,1,0,0,0,0.0,1,3333.0
59025,0,0.004160872,74,0,0.002079667,9,0,0,0,0.0,1,6250.0
64920,0,0.8922155690000001,27,0,0.2563198119999999,7,0,0,0,0.0,1,1700.0
38251,1,0.650820665,68,0,0.5793351079999999,8,0,2,0,0.0,1,16152.0
126716,0,0.038190461,28,0,0.407902382,7,0,0,0,0.0,1,1720.0
139095,0,0.033807914,90,0,0.1873438799999999,9,0,0,0,0.0,1,1200.0
146307,0,0.0,49,0,2.085131894,6,0,1,0,2.0,1,833.0
119289,0,0.76346912,38,0,0.64093884,8,0,2,0,0.0,1,4430.0
27246,0,0.327359834,52,0,0.169500127,13,0,0,0,1.0,1,7881.0
42874,0,0.0803149289999999,42,0,0.4339622639999999,21,0,2,0,1.0,1,4663.0
128506,0,0.0,75,0,0.158972958,7,0,1,0,0.0,1,3660.0
38335,0,0.081272518,54,1,0.322815534,11,0,2,0,2.0,1,11947.0
126436,0,0.0,35,1,1.803149606,5,0,1,0,0.0,1,1650.0
83297,0,0.9999999,58,0,0.504587156,6,0,1,0,0.0,1,2833.0
49415,0,0.1632083699999999,71,0,0.359830021,16,0,1,0,0.0,1,8000.0
41767,0,0.4395252089999999,35,0,0.610837438,15,0,1,0,1.0,1,7916.0
142831,1,1.006662225,43,0,0.166234728,4,0,0,0,1.0,1,2700.0
26155,1,1.405315615,35,1,0.186026936,4,0,0,0,0.0,1,4751.0
78146,0,0.747962337,39,1,0.278188765,18,0,3,0,1.0,1,12300.0
41425,0,0.0,50,0,0.1258508909999999,5,0,2,0,1.0,1,12339.0
14487,0,0.8730494949999998,58,5,0.472329247,13,2,0,2,1.0,1,5709.0
55414,1,0.5982834759999999,44,0,0.4570957099999999,15,0,0,0,0.0,1,3029.0
53265,0,0.223591854,41,0,0.643197459,14,0,7,0,0.0,1,11333.0
102978,0,0.577286487,47,1,0.351018839,6,0,0,0,0.0,1,2600.0
116027,0,0.052541649,48,1,0.096511628,9,0,0,0,4.0,1,6879.0
147351,0,0.9999999,29,0,0.237904838,4,0,0,1,2.0,1,2500.0
49697,0,0.2728466079999999,52,3,0.40078764,16,0,2,0,2.0,1,3300.0
41183,0,0.83963248,67,1,0.519081819,14,0,1,0,0.0,1,7100.0
28108,1,0.061334774,52,1,0.293541292,7,0,1,0,2.0,1,5000.0
61122,0,0.027740843,45,0,0.0536577239999999,10,0,0,0,0.0,1,6000.0
106750,0,0.004266199,56,0,0.322138187,10,0,1,0,0.0,1,7800.0
56244,0,0.0066430309999999,63,0,0.0132132829999999,13,0,1,0,0.0,1,8551.0
108569,0,0.013290803,49,0,0.236276372,11,0,2,0,2.0,1,10000.0
90371,0,0.3414878809999999,58,0,0.4045273529999999,14,0,1,0,0.0,1,9541.0
62714,0,0.2507073029999999,55,1,0.748158379,10,0,1,0,0.0,1,2171.0
149383,0,0.239301704,63,0,3153.0,29,0,1,0,0.0,1,0.0
123986,0,0.410334313,76,0,0.484233195,13,0,2,0,1.0,1,6500.0
19661,0,0.782848353,56,0,0.1971902289999999,5,0,1,0,1.0,1,7900.0
23941,1,0.7271985309999999,81,5,0.2737617139999999,7,0,1,1,0.0,1,5975.0
11220,1,0.982003599,74,1,1.15739731,12,0,1,0,0.0,1,2750.0
98857,1,0.6579275909999999,54,1,0.104836092,5,0,0,0,1.0,1,3080.0
36572,0,0.0854808299999999,44,0,1.055700156,3,0,2,0,2.0,1,1920.0
61987,0,0.0047462399999999,52,0,0.0046811,10,0,0,0,2.0,1,1708.0
33821,1,0.5070294939999999,55,0,1.162945685,13,0,1,0,2.0,1,3000.0
127747,1,0.8656416319999999,39,4,0.507201844,11,4,1,2,3.0,1,5206.0
6429,0,0.7763745199999998,49,0,1.024165508,12,0,2,0,2.0,1,5751.0
121825,0,0.0594564809999999,47,0,0.260301553,10,0,2,0,1.0,1,22350.0
89311,0,0.158820127,56,0,0.152861197,9,0,2,0,0.0,1,15150.0
102248,0,0.173324643,62,0,1.005577151,18,0,6,0,0.0,1,5916.0
119224,0,0.004267365,78,0,0.0013997199999999,15,0,0,0,0.0,1,5000.0
108086,0,0.182472719,66,0,0.059772945,9,0,0,0,0.0,1,7310.0
32021,1,1.02247191,61,1,0.1223659,5,0,0,1,0.0,1,8351.0
65958,0,0.9733628390000002,43,0,0.51812047,7,0,1,0,1.0,1,4000.0
103874,0,0.3126024279999999,72,0,0.2094012309999999,8,0,2,0,1.0,1,17869.0
72060,0,0.151524621,72,0,0.225279272,3,0,1,0,0.0,1,9667.0
50698,0,0.4396224149999999,62,0,0.28884741,4,0,2,0,0.0,1,15000.0
99575,1,1.084113633,34,0,0.146833954,3,2,0,2,4.0,1,5100.0
124505,0,0.511179785,43,1,0.065064916,6,0,0,0,1.0,1,6700.0
72792,0,0.0,35,0,0.0,4,0,0,0,0.0,1,2000.0
76063,0,0.336398499,35,0,0.1342322099999999,5,0,0,0,1.0,1,6674.0
129884,0,0.07759612,63,0,0.243883189,7,0,1,0,0.0,1,3800.0
97083,0,0.071692431,36,0,0.314980794,7,0,1,0,1.0,1,8590.0
35194,0,0.0,54,0,0.157161699,7,0,2,0,2.0,1,18954.0
23924,0,0.308183076,53,0,0.286726106,12,0,1,0,4.0,1,12000.0
9938,0,0.0608388159999999,55,0,0.305306685,7,0,1,0,1.0,1,1450.0
14671,0,0.0079107599999999,48,0,0.0049987499999999,5,0,0,0,0.0,1,4000.0
148779,0,0.168390292,68,0,0.28408895,10,0,1,0,0.0,1,5800.0
55943,0,0.5903892739999999,63,2,0.545423203,7,0,1,0,0.0,1,5800.0
128128,0,0.7349343809999997,63,0,0.157838758,13,0,0,0,0.0,1,4700.0
144431,0,0.704209175,53,1,0.2095473599999999,10,0,2,1,0.0,1,9300.0
93435,0,0.0983599029999999,52,0,0.6324507809999999,11,0,2,0,2.0,1,7364.0
74213,1,0.157210988,58,0,0.266844682,15,0,1,0,0.0,1,11234.0
91404,0,0.264341628,53,0,1.968812475,13,0,2,0,2.0,1,2500.0
42344,0,0.7217268029999998,62,0,0.286742651,6,0,0,0,0.0,1,5000.0
69520,1,1.0251798559999998,34,0,1.576905728,6,5,1,1,0.0,1,6650.0
75788,0,0.024795041,43,0,0.4156295219999999,5,0,2,0,3.0,1,6909.0
86725,0,0.611717652,47,0,0.341309677,6,0,1,0,3.0,1,8566.0
130043,0,0.674248338,44,0,0.994119088,10,0,2,0,3.0,1,4080.0
27008,0,0.054443364,49,0,0.138377641,11,0,1,0,3.0,1,4400.0
108739,0,0.190889522,35,0,0.336142007,6,0,1,0,0.0,1,8900.0
62399,0,0.0535113249999999,52,0,0.107577848,5,0,1,0,1.0,1,16666.0
77689,0,0.050910002,81,0,0.0698344129999999,11,0,0,0,0.0,1,4166.0
132980,0,0.1357032219999999,41,0,0.408706086,8,0,2,0,3.0,1,15000.0
50676,0,0.9999999,42,0,0.0591905299999999,1,0,0,0,2.0,1,6250.0
131109,0,0.9999999,71,1,0.12804344,2,0,0,0,0.0,1,5708.0
55989,0,0.071965384,29,0,0.373524047,8,0,2,0,0.0,1,10416.0
77020,0,0.514404735,53,0,0.37394854,15,0,1,0,0.0,1,8083.0
41988,0,0.229410477,51,0,0.5617951399999999,14,0,2,0,3.0,1,8600.0
107848,0,0.609027387,43,0,0.2804298929999999,9,0,1,0,2.0,1,4000.0
73634,0,0.027639861,56,0,0.0859391619999999,13,0,0,0,0.0,1,4700.0
64206,0,0.1698150939999999,52,0,0.4476503359999999,14,0,1,0,2.0,1,7000.0
107913,0,0.7857029079999999,42,0,0.416651518,5,0,0,0,0.0,1,5500.0
26752,0,0.018260148,66,0,0.129294191,6,0,0,0,0.0,1,1600.0
64348,0,0.0094877309999999,34,0,0.51662682,8,0,2,0,1.0,1,4600.0
69521,0,0.0008571019999999,81,0,0.0,3,0,0,0,0.0,1,4896.0
33882,0,0.038097944,77,0,0.053515719,7,0,0,0,1.0,1,4166.0
24968,0,0.001679539,60,0,0.176676458,14,0,1,0,0.0,1,16000.0
114289,0,0.0598940109999999,29,0,0.117243744,6,0,0,0,0.0,1,2916.0
25606,0,0.9999999,35,2,0.298650568,2,1,1,1,3.0,1,2815.0
5832,0,0.8970473359999998,26,0,0.367316342,14,0,0,0,0.0,1,2000.0
72482,0,0.010741761,46,0,0.004614675,8,0,0,0,3.0,1,6500.0
148590,0,0.028485757,56,0,0.118568995,3,0,1,0,1.0,1,2934.0
100711,0,0.8340184419999999,50,0,0.262574988,8,0,0,0,0.0,1,4333.0
120931,0,0.0,54,1,0.533203929,8,0,3,0,0.0,1,17000.0
98299,0,0.028999237,73,0,0.0074982959999999,3,0,0,0,1.0,1,4400.0
7506,0,0.0,63,0,0.7298050140000002,17,0,4,0,0.0,1,9333.0
125234,0,0.0238240249999999,59,0,0.0259158529999999,6,0,0,0,0.0,1,6250.0
135623,0,0.0,41,0,0.155060562,5,0,1,0,4.0,1,26666.0
39305,0,0.105675773,53,0,0.194513716,5,0,0,0,0.0,1,400.0
134898,0,0.0816807509999999,46,0,0.210708578,3,0,1,0,0.0,1,7507.0
89025,0,0.040398846,40,0,0.4186144629999999,5,0,2,0,3.0,1,11850.0
22123,0,0.9999999,45,0,0.401025836,9,0,1,0,0.0,1,5263.0
36298,0,0.294896767,47,1,0.329734053,4,0,1,0,3.0,1,5000.0
102085,0,0.275729557,57,0,0.1984641229999999,12,0,0,0,1.0,1,4166.0
108359,0,0.0020620389999999,67,0,0.144089733,5,0,0,0,0.0,1,3476.0
119973,0,0.024022676,53,0,0.1848227319999999,17,0,2,0,1.0,1,11648.0
12966,0,0.003266449,61,0,0.044991002,3,0,0,0,1.0,1,1666.0
147614,0,0.097851883,45,0,0.195956811,16,0,0,0,2.0,1,4352.0
19354,0,0.02552047,71,0,0.3779055239999999,10,0,1,0,0.0,1,4000.0
2611,0,0.0,35,0,0.2958635929999999,5,0,0,2,2.0,1,3166.0
51306,0,0.043643688,47,0,0.0875301019999999,3,0,0,0,0.0,1,9550.0
112330,0,0.62756078,63,0,0.7096313229999999,9,0,0,0,0.0,1,3498.0
75416,0,0.9999999,57,0,0.029492627,0,0,0,0,0.0,1,4000.0
30701,0,0.002277715,54,0,0.376871451,8,0,1,0,2.0,1,5810.0
23911,1,0.589234189,52,0,0.3292834889999999,8,1,0,0,2.0,1,3209.0
89081,0,0.0332012829999999,25,0,0.018511662,3,0,0,0,0.0,1,2700.0
136785,0,0.106813038,43,0,0.477087152,18,0,1,0,0.0,1,6000.0
50775,0,0.39122145,51,0,0.3247329729999999,6,0,2,0,0.0,1,7208.0
108612,0,0.736991057,40,0,0.38769171,6,0,1,0,2.0,1,5150.0
72847,0,0.0095769099999999,84,2,0.0083966409999999,12,0,0,0,0.0,1,2500.0
120257,0,0.5810788289999999,31,0,0.141990564,3,0,0,0,3.0,1,4450.0
71151,0,0.075618879,80,0,0.381282977,8,0,0,0,0.0,1,3600.0
63132,0,0.971929064,37,0,0.5879346739999999,19,0,2,0,4.0,1,9000.0
87681,0,0.8445538169999999,67,1,0.258064516,9,0,0,0,0.0,1,6416.0
90100,0,0.0766748669999999,48,0,0.347121297,7,0,1,0,3.0,1,5366.0
23933,0,0.0946313139999999,62,0,0.305673582,22,0,0,2,2.0,1,4000.0
122639,0,0.0,41,1,0.4614461449999999,10,0,1,0,1.0,1,3332.0
40130,0,0.938025658,44,0,0.901756312,8,0,0,0,2.0,1,1821.0
83249,0,0.9999999,70,0,0.79181338,2,0,1,0,0.0,1,2271.0
61193,0,0.9999999,29,0,0.451110192,6,0,3,0,0.0,1,7250.0
149074,0,0.034031206,64,0,0.175116204,7,0,2,0,1.0,1,9250.0
63352,0,0.282971703,42,1,0.240240788,5,0,0,0,1.0,1,5481.0
102857,0,0.9999999,44,0,0.0,0,2,0,1,0.0,1,7708.0
146786,0,0.6143723389999999,63,0,0.3671392219999999,5,0,0,0,0.0,1,2750.0
95592,0,0.118387433,71,0,0.358041417,8,0,1,0,1.0,1,5166.0
100750,0,0.198600467,35,0,1.888654576,5,0,1,0,0.0,1,4741.0
43042,0,0.0092028609999999,46,0,0.002662579,6,0,0,0,0.0,1,12393.0
123374,0,0.003066564,62,0,0.2728323699999999,6,0,0,0,2.0,1,2594.0
147696,0,0.846388267,42,0,0.194333599,6,0,0,0,0.0,1,5011.0
144494,0,0.250291657,47,1,0.4588700419999999,12,0,2,0,1.0,1,7840.0
20903,0,0.013458146,54,0,0.247986223,11,0,1,0,2.0,1,18000.0
78296,0,0.804856369,35,0,0.356410897,7,0,0,0,3.0,1,4000.0
79053,0,0.274306088,66,0,0.267104267,11,0,0,0,0.0,1,3960.0
149970,0,0.0254490809999999,58,0,0.2538545899999999,7,0,2,0,2.0,1,15500.0
114514,0,0.0,74,0,0.2276024309999999,9,0,2,0,0.0,1,5100.0
127721,0,0.2093895309999999,37,0,1.01032989,8,0,1,0,0.0,1,3000.0
125644,0,0.1504749209999999,44,0,0.629165556,7,0,1,0,0.0,1,3750.0
114785,0,0.0571981729999999,42,0,0.4107668959999999,11,0,2,0,3.0,1,11200.0
110101,0,0.354235783,50,0,0.4059539919999999,8,0,2,0,1.0,1,6650.0
81839,0,0.0551643449999999,69,0,0.014797041,7,0,0,0,1.0,1,5000.0
60208,0,0.0511054329999999,34,3,0.1073154469999999,7,0,0,0,2.0,1,6000.0
61732,0,0.322875573,59,0,0.606969437,14,0,1,0,0.0,1,3500.0
23047,1,0.940012369,56,2,0.2395109749999999,5,0,0,2,0.0,1,3598.0
106326,0,0.0531886599999999,33,0,0.1393555019999999,5,0,0,0,0.0,1,5833.0
137077,0,0.072283837,37,0,0.358528294,13,0,2,0,2.0,1,5000.0
46824,0,0.0,73,0,0.8988532779999998,5,0,3,0,0.0,1,3400.0
4030,0,0.0206517249999999,44,0,0.294870513,7,0,1,0,1.0,1,10000.0
55422,0,0.011581565,61,0,0.457664434,15,0,2,0,0.0,1,10900.0
27518,0,0.0,52,0,0.8224151540000002,7,0,1,0,0.0,1,3800.0
139278,0,0.0,60,0,0.001071046,10,0,0,0,1.0,1,2800.0
110539,0,0.616467926,64,0,0.999909437,19,0,4,0,0.0,1,11041.0
34986,0,0.107436567,65,1,0.1381773159999999,19,0,1,0,0.0,1,10500.0
47473,0,0.2172309709999999,48,0,0.3715585719999999,16,0,1,0,2.0,1,12966.0
17178,0,0.757503349,56,0,0.7559582919999999,12,0,1,0,2.0,1,4027.0
31794,0,0.082351557,41,0,0.045353903,4,0,0,0,1.0,1,14000.0
53966,0,0.0,69,0,0.5719098209999999,5,1,2,0,1.0,1,3858.0
88532,0,0.920776102,64,1,0.7200860829999999,16,0,1,0,2.0,1,6969.0
19959,1,1.00419958,56,0,0.7663273959999999,6,1,1,0,0.0,1,2357.0
70000,0,0.1969388649999999,55,0,0.4191978770000001,22,0,2,0,0.0,1,6781.0
14718,0,0.461077844,26,0,0.1991279069999999,2,0,0,0,0.0,1,1375.0
62538,0,0.3513492189999999,84,0,0.100732601,11,0,0,0,1.0,1,15833.0
32665,1,0.963457302,52,3,0.225208982,12,0,0,2,2.0,1,6100.0
47673,1,0.7292725609999998,45,5,0.3769891559999999,7,0,1,0,1.0,1,7100.0
115580,0,0.059460829,63,0,0.4047114649999999,11,0,4,0,1.0,1,11800.0
38340,0,0.185962807,30,0,1.758967001,3,0,1,0,0.0,1,696.0
101262,0,0.842631474,41,0,0.342325046,9,0,2,0,2.0,1,10416.0
118231,0,0.0615969199999999,57,0,1.536117111,7,0,3,0,2.0,1,4166.0
112112,0,0.30594322,33,0,0.255186203,8,0,0,1,1.0,1,4000.0
94817,0,0.023717147,51,0,0.077355739,10,0,1,0,1.0,1,14400.0
129130,0,0.0493958649999999,83,0,0.0977104159999999,9,0,0,0,0.0,1,3100.0
72203,0,0.1533788909999999,69,0,0.079980005,3,0,0,0,1.0,1,4000.0
29805,0,0.8926057729999999,32,2,0.3484482899999999,13,0,1,0,1.0,1,12018.0
84065,0,0.6903804159999998,41,0,0.201266245,9,0,0,0,1.0,1,3000.0
22477,0,0.0,63,0,0.0,4,0,0,0,0.0,1,2500.0
12178,0,0.535892821,33,0,0.7851342909999999,4,0,1,0,2.0,1,1600.0
59221,0,0.3898583920000001,58,0,0.3984730049999999,12,0,1,0,3.0,1,5500.0
39532,1,0.9999999,37,3,0.3964933869999999,3,1,1,0,0.0,1,3250.0
18659,0,0.059057176,42,0,0.123646798,8,0,2,0,0.0,1,7666.0
85353,0,0.5955002389999999,61,0,0.491110814,14,0,2,0,0.0,1,7480.0
34871,0,0.9999999,53,0,0.118982967,1,0,0,0,5.0,1,4050.0
81155,0,0.006161027,51,0,0.366015313,9,0,1,0,2.0,1,8750.0
5328,0,0.149935484,34,0,0.473755965,12,0,2,0,3.0,1,4400.0
139180,0,0.018882214,63,0,0.137513234,11,0,1,0,0.0,1,8500.0
134154,0,0.9999999,55,0,0.3451334029999999,7,0,2,0,1.0,1,13417.0
98165,0,0.1419118739999999,57,0,0.209022007,19,0,1,0,1.0,1,10950.0
99652,0,0.9999999,33,0,0.184907546,2,0,0,0,1.0,1,2000.0
74566,0,0.094907135,60,0,0.0591516679999999,5,0,0,0,0.0,1,9500.0
85991,0,0.5235887649999998,33,1,0.1842929409999999,6,0,0,0,0.0,1,4150.0
47330,0,0.070808249,73,0,0.313140572,7,0,2,0,1.0,1,12000.0
31178,0,0.485889952,40,0,0.484263606,9,0,1,0,5.0,1,5750.0
17719,0,0.0793126479999999,59,0,0.1741223849999999,10,0,1,0,0.0,1,11422.0
92213,0,0.0964366719999999,47,0,0.4999596809999999,5,1,1,0,3.0,1,12400.0
95479,0,0.306132098,38,0,0.5126859139999999,7,0,1,0,4.0,1,8000.0
122030,0,0.0278235639999999,47,0,0.029188325,7,0,0,0,2.0,1,2500.0
14789,0,0.160268671,50,0,1.861942761,28,0,16,0,3.0,1,16666.0
85398,0,0.014133322,64,0,0.793650794,7,0,2,0,2.0,1,8000.0
95541,0,0.0483415599999999,60,0,0.564096867,18,0,2,0,1.0,1,4500.0
130810,0,0.036766261,33,2,0.990109318,8,0,1,0,1.0,1,1920.0
57793,1,0.1435044849999999,58,0,0.47954056,11,0,2,1,1.0,1,4178.0
50910,0,0.838291569,31,0,0.6636274829999999,8,0,1,0,3.0,1,3070.0
29549,0,0.0061488769999999,32,0,0.0009997999999999,6,0,0,0,0.0,1,5000.0
101269,0,0.0,66,0,0.109452073,10,0,0,0,0.0,1,7500.0
91668,0,0.2085602689999999,75,0,0.6527052549999999,16,0,4,0,0.0,1,9000.0
139660,0,0.006177667,83,0,0.116348449,4,0,0,0,0.0,1,1675.0
85076,0,0.370923636,49,0,1.187762448,19,0,4,0,3.0,1,3333.0
72587,0,0.903874413,41,1,1.286870173,9,0,1,0,2.0,1,2718.0
39830,0,0.3038515079999999,42,0,0.489780237,11,0,2,0,4.0,1,6506.0
123811,1,0.600249982,37,0,1.151783686,9,0,2,3,2.0,1,4400.0
2750,0,0.671332867,37,1,0.4347922679999999,4,0,1,0,0.0,1,4500.0
5953,0,0.119141267,73,0,0.437730928,16,0,1,0,1.0,1,4600.0
27723,0,0.290284674,68,0,0.2304711909999999,10,0,1,0,1.0,1,8000.0
4820,0,0.034198577,68,0,0.476154428,10,0,2,0,0.0,1,5283.0
55847,0,0.091793499,61,0,0.1505399799999999,9,0,1,0,0.0,1,18333.0
137971,0,0.380196134,39,0,0.452068222,13,0,2,0,2.0,1,5100.0
74672,0,0.0241723499999999,33,0,0.095994226,17,0,0,0,1.0,1,5541.0
148140,0,0.007195496,82,0,0.0030853619999999,3,0,0,0,0.0,1,2916.0
136462,0,0.0,41,0,0.447501146,5,0,1,0,1.0,1,2180.0
104913,0,0.0224765489999999,65,0,0.00579884,3,0,0,0,0.0,1,5000.0
108065,0,0.014039438,34,0,0.5720839949999998,9,0,2,0,0.0,1,5666.0
67738,0,0.323744949,28,0,0.021563342,9,0,0,0,0.0,1,11500.0
6659,0,0.041418475,80,0,0.003935874,4,0,0,0,0.0,1,10416.0
121924,0,0.0016623619999999,43,0,0.515896821,6,0,1,1,0.0,1,5000.0
124843,0,0.0234435259999999,60,0,0.489839248,11,0,0,0,0.0,1,3296.0
7711,0,0.0,71,0,0.0,3,0,0,0,1.0,1,10000.0
130826,0,0.475546937,46,0,1.074135777,9,0,2,0,0.0,1,2400.0
35092,0,0.0,53,0,0.302339532,9,0,1,0,2.0,1,5000.0
11441,0,0.116641399,67,0,0.292227703,7,0,2,0,0.0,1,7500.0
69911,0,1.024875622,50,0,0.00140614,1,0,0,0,1.0,1,4266.0
79781,0,0.641781096,63,0,0.406135291,11,0,3,0,0.0,1,11441.0
418,0,0.020074662,36,0,0.334245422,5,0,1,0,0.0,1,4750.0
51216,0,0.176677418,72,0,0.230621469,16,0,1,0,1.0,1,8849.0
2161,0,0.516420752,40,4,0.016135705,7,1,0,0,2.0,1,2416.0
129682,0,0.4367565689999999,55,4,0.386175427,11,0,1,0,1.0,1,5916.0
120105,0,0.244787204,30,0,0.079097581,3,0,0,0,0.0,1,3678.0
86315,0,0.332156078,33,0,0.0698860229999999,8,0,0,0,2.0,1,3333.0
112555,0,0.015044774,75,0,0.005330964,7,0,0,0,1.0,1,4501.0
45449,0,0.288780526,47,2,2930.5,12,0,2,0,1.0,1,1.0
80087,0,0.802258841,44,0,0.2527711369999999,4,2,1,0,2.0,1,4600.0
70345,0,0.871237625,51,0,0.367642656,16,0,1,0,3.0,1,16700.0
90705,0,0.0021689529999999,30,0,0.5971805639999999,4,0,2,0,0.0,1,3333.0
145790,0,0.9999999,44,0,0.1517015959999999,4,0,0,0,2.0,1,5200.0
125426,0,0.047289703,54,0,0.1585717449999999,10,0,1,0,0.0,1,9017.0
108072,0,0.004221988,45,1,0.028508772,4,0,0,2,0.0,1,5471.0
38801,0,0.01884328,71,0,0.2102322849999999,8,0,1,0,0.0,1,3400.0
60924,0,0.033685961,63,0,0.534093181,25,0,2,0,1.0,1,5000.0
78973,0,0.9999999,45,0,0.472704715,6,0,2,0,1.0,1,4835.0
41395,0,0.0,46,0,0.1591955959999999,6,0,1,0,0.0,1,8900.0
82018,0,0.2712189979999999,45,0,0.240371846,10,0,1,0,2.0,1,12800.0
99638,0,0.8227981779999999,54,0,0.943071369,20,3,2,1,1.0,1,3600.0
79222,0,0.102985812,45,0,2431.0,6,0,0,0,0.0,1,0.0
99664,0,0.46745935,42,1,0.274454258,5,0,1,0,0.0,1,6000.0
89678,0,0.105257998,68,0,0.0799920009999999,4,0,1,0,1.0,1,10000.0
144375,0,0.141831239,52,0,0.120787921,7,0,1,0,0.0,1,10000.0
38163,0,0.9999999,43,1,0.5452926209999999,3,0,1,0,2.0,1,3929.0
121712,0,0.5790385029999999,69,2,0.186235294,8,0,1,1,0.0,1,8499.0
65129,0,0.0634894179999999,73,0,0.98347548,6,0,2,0,0.0,1,1875.0
61692,0,0.1182094739999999,23,0,0.003997716,3,0,0,0,0.0,1,1750.0
21842,1,0.9999999,67,1,0.205887799,5,2,1,0,3.0,1,5400.0
115484,0,0.0,29,0,0.0,1,0,0,0,0.0,1,2700.0
95305,0,0.405315615,29,0,1.086655113,7,0,0,0,0.0,1,576.0
51471,0,0.967617316,61,0,0.310597449,5,0,1,0,0.0,1,7916.0
137879,0,0.001666595,59,0,0.368669568,7,0,1,0,0.0,1,10800.0
11751,0,0.257685579,52,1,0.2441166539999999,7,1,1,2,3.0,1,8880.0
35870,0,0.528235882,32,0,0.264635603,4,0,0,0,0.0,1,1673.0
136700,0,0.302238638,73,1,0.346957312,5,0,0,0,0.0,1,1100.0
87318,0,0.148517175,58,1,0.212255877,14,0,1,0,0.0,1,8550.0
34022,0,0.0710818849999999,53,0,0.304169583,15,0,2,0,2.0,1,10000.0
112669,0,0.3440422089999999,56,0,0.481962482,7,0,1,0,0.0,1,4850.0
57123,0,0.377441428,42,0,1.501166278,12,0,4,0,2.0,1,3000.0
94431,0,0.220299103,38,0,0.524851801,9,0,1,0,0.0,1,4385.0
122135,0,0.99380124,53,0,1.853455454,15,0,2,0,0.0,1,1200.0
97317,0,0.0884328769999999,58,1,0.644974566,19,0,1,0,2.0,1,5700.0
103389,0,0.548383876,46,0,0.205784761,19,0,2,0,1.0,1,66000.0
76519,0,0.101811822,57,0,0.268981629,22,0,3,0,0.0,1,9416.0
86785,0,0.9999999,73,0,0.182944968,3,0,0,0,0.0,1,2016.0
138428,0,1.4604811000000002,49,2,0.04253772,6,6,0,0,0.0,1,5500.0
63092,0,0.9999999,32,0,0.11636971,2,0,0,0,0.0,1,8979.0
4053,0,0.0,57,0,0.3346774189999999,6,0,1,0,0.0,1,3471.0
141206,0,0.01019932,65,0,0.2767044189999999,9,0,2,0,2.0,1,4502.0
86953,0,0.676226975,52,0,0.2085889569999999,11,0,0,0,1.0,1,4400.0
